rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
2309	PGLYRP1	peptidoglycan recognition protein 1	601	40	0	0	2	0	0	0	2	2	2	4.581011e-01	1	1.260000e-01	2.236531e-01	1
2310	TAOK2	TAO kinase 2	4702	0	0	3	3	1	1	0	5	5	5	1.499714e-01	1	3.310000e-01	2.236817e-01	1
2311	TMEM173	transmembrane protein 173	1162	0	0	0	3	0	1	0	4	4	4	5.822065e-02	1	6.990000e-01	2.237720e-01	1
2312	RFX5	regulatory factor X, 5 (influences HLA class II expression)	1887	5	1	3	7	0	0	0	7	7	7	1.934683e-01	1	1.540000e-01	2.238098e-01	1
2313	PL-5283	chromosome 7 open reading frame 73	152	15	0	0	1	0	0	0	1	1	1	2.238845e-01	NaN	NaN	2.238845e-01	1
2314	INPP5F	inositol polyphosphate-5-phosphatase F	3475	0	0	1	4	2	0	1	7	7	7	5.828535e-02	1	5.820000e-01	2.239559e-01	1
2315	LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5	1824	35	0	3	7	0	0	0	7	7	6	4.858562e-01	1.010000e-01	9.020000e-01	2.240053e-01	1
2316	E2F1	E2F transcription factor 1	1338	4	0	1	3	1	1	0	5	5	5	1.310413e-01	1	3.900000e-01	2.240355e-01	1
2317	CCDC71	coiled-coil domain containing 71	1408	0	0	0	0	0	0	1	1	1	1	2.241614e-01	NaN	NaN	2.241614e-01	1
2318	FAM58A	family with sequence similarity 58, member A	762	16	0	1	2	0	1	0	3	3	3	1.455709e-01	1	2.880000e-01	2.242076e-01	1
2319	SNCB	synuclein, beta	425	64	0	0	1	0	1	0	2	2	2	2.243323e-01	NaN	NaN	2.243323e-01	1
2320	PCDHB8	protocadherin beta 8	2738	17	0	3	11	0	0	0	11	11	10	7.040243e-01	1.420000e-01	2.250000e-01	2.243783e-01	1
2321	TAS2R50	taste receptor, type 2, member 50	904	17	0	1	3	1	0	0	4	4	4	5.849571e-02	1	8.690000e-01	2.245534e-01	1
2322	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)	560	5	0	2	2	1	0	0	3	3	3	6.950175e-02	1	3.200000e-01	2.246237e-01	1
2323	ENGASE	endo-beta-N-acetylglucosaminidase	2286	0	0	0	3	0	0	0	3	3	3	5.630299e-01	1	9.300000e-02	2.247220e-01	1
2324	WBSCR27	Williams Beuren syndrome chromosome region 27	758	14	0	0	3	0	0	0	3	3	3	1.468472e-01	1	3.750000e-01	2.248268e-01	1
2325	TNFAIP8L3	tumor necrosis factor, alpha-induced protein 8-like 3	889	22	0	0	1	0	0	1	2	2	2	4.615938e-01	1	8.100000e-02	2.249130e-01	1
2326	ZBTB41	zinc finger and BTB domain containing 41	2768	4	0	1	6	0	0	2	8	8	8	5.809482e-01	1	4.800000e-02	2.250643e-01	1
2327	DLL4	delta-like 4 (Drosophila)	2098	1	0	0	2	0	0	1	3	3	3	9.374107e-02	1	4.810000e-01	2.250817e-01	1
2328	CENPN	centromere protein N	1275	22	1	0	2	0	0	0	2	2	2	4.047630e-01	1	5.000000e-02	2.251065e-01	1
2329	SP5	Sp5 transcription factor	1201	0	0	2	3	0	0	0	3	3	3	9.961654e-01	1	3.200000e-02	2.253421e-01	1
2330	U2AF1L4	U2 small nuclear RNA auxiliary factor 1-like 4	1002	0	5	0	2	0	1	0	3	3	3	1.599183e-01	1	3.310000e-01	2.255579e-01	1
2331	SNX3	sorting nexin 3	501	19	1	0	2	0	0	0	2	2	2	1.975147e-01	1	1.970000e-01	2.255847e-01	1
2332	MYNN	myoneurin	1861	2	0	0	2	0	0	0	2	2	2	9.211797e-01	1	3.600000e-02	2.258569e-01	1
2333	PPP2R5D	protein phosphatase 2, regulatory subunit B', delta isoform	1871	38	2	1	6	0	1	0	7	7	7	5.897319e-02	1	7.240000e-01	2.259070e-01	1
2334	MORC3	MORC family CW-type zinc finger 3	2886	12	1	2	6	0	0	1	7	6	7	4.756351e-01	1	8.400000e-02	2.259227e-01	1
2335	KIAA0408	KIAA0408	2104	1	0	1	5	1	0	0	6	6	6	2.322738e-01	1	2.110000e-01	2.259759e-01	1
2336	NACAD	NAC alpha domain containing	4719	0	1	3	11	0	0	0	11	11	10	1.000000e+00	4.900000e-02	9.540000e-01	2.259829e-01	1
2337	SLC13A5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	1753	28	2	1	2	0	0	1	3	3	3	6.705227e-01	1	7.600000e-02	2.259998e-01	1
2338	POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	4564	3	1	3	2	2	2	2	8	8	8	5.904886e-02	1	9.650000e-01	2.261211e-01	1
2339	SRCRB4D	scavenger receptor cysteine rich domain containing, group B (4 domains)	1768	17	1	1	2	0	0	0	2	2	1	9.084860e-01	2.800000e-02	5.120000e-01	2.261288e-01	1
2340	TUBA3C	tubulin, alpha 3c	1373	0	1	1	5	1	0	1	7	7	7	5.468936e-01	1	3.500000e-02	2.261654e-01	1
2341	GYS1	glycogen synthase 1 (muscle)	2276	2	1	0	6	0	1	0	7	7	7	5.908989e-02	1	8.060000e-01	2.262372e-01	1
2342	FAP	fibroblast activation protein, alpha	2383	2	1	2	5	2	2	0	9	9	9	5.912138e-02	1	6.450000e-01	2.263263e-01	1
2343	MRS2	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)	1373	1	1	0	3	1	1	0	5	4	5	2.639634e-01	1	1.680000e-01	2.263444e-01	1
2344	LAMB2	laminin, beta 2 (laminin S)	5521	7	0	2	9	1	1	0	11	11	11	5.913301e-02	1	7.380000e-01	2.263592e-01	1
2345	FUBP1	far upstream element (FUSE) binding protein 1	2013	2	0	0	0	0	0	1	1	1	1	2.264301e-01	NaN	NaN	2.264301e-01	1
2346	TCAP	titin-cap (telethonin)	588	10	0	1	0	0	0	1	1	1	1	2.264521e-01	NaN	NaN	2.264521e-01	1
2347	TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)	3508	15	0	3	14	0	0	0	14	14	14	3.216378e-01	1	4.500000e-02	2.264958e-01	1
2348	SLC29A1	solute carrier family 29 (nucleoside transporters), member 1	1422	0	1	0	1	0	1	0	2	2	2	2.265037e-01	NaN	NaN	2.265037e-01	1
2349	KRI1	KRI1 homolog (S. cerevisiae)	2431	5	0	3	1	0	1	1	3	3	3	2.765917e-01	1	1.410000e-01	2.265220e-01	1
2350	MEFV	Mediterranean fever	2384	2	3	3	11	0	1	0	12	12	11	3.407872e-01	1.550000e-01	4.700000e-01	2.268226e-01	1
2351	TPD52	tumor protein D52	793	8	1	1	1	0	1	0	2	2	2	2.811689e-01	1	7.500000e-02	2.269064e-01	1
2352	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	1265	19	2	0	5	0	0	1	6	6	6	5.939543e-02	1	7.900000e-01	2.271007e-01	1
2353	TTC12	tetratricopeptide repeat domain 12	2204	0	0	1	3	0	1	0	4	4	4	2.495843e-01	1	2.330000e-01	2.271166e-01	1
2354	ARHGDIA	Rho GDP dissociation inhibitor (GDI) alpha	635	6	1	0	5	0	0	0	5	4	5	2.286041e-01	1	1.210000e-01	2.272183e-01	1
2355	HSF4	heat shock transcription factor 4	1583	1	0	3	2	0	0	1	3	3	3	6.401012e-01	1	7.300000e-02	2.274788e-01	1
2356	STARD3	StAR-related lipid transfer (START) domain containing 3	1563	0	0	1	3	1	1	0	5	5	5	2.345482e-01	1	1.980000e-01	2.276081e-01	1
2357	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	816	2	0	0	0	1	0	0	1	1	1	2.276599e-01	NaN	NaN	2.276599e-01	1
2358	CLEC12A	C-type lectin domain family 12, member A	818	24	0	2	1	0	0	1	2	2	2	1.948219e-01	1	2.450000e-01	2.277216e-01	1
2359	PYGL	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)	2620	1	1	1	7	0	1	0	8	8	8	5.963286e-02	1	9.780000e-01	2.277706e-01	1
2360	SOX9	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	1538	8	0	0	7	3	0	1	11	10	11	1.082657e-01	1	4.050000e-01	2.281364e-01	1
2361	DPM3	dolichyl-phosphate mannosyltransferase polypeptide 3	373	17	0	0	2	0	0	1	3	3	3	5.977084e-02	1	8.860000e-01	2.281595e-01	1
2362	DDX56	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56	1696	11	0	2	4	1	0	1	6	6	6	5.979627e-02	1	8.500000e-01	2.282311e-01	1
2363	ACTN2	actinin, alpha 2	2765	13	1	4	9	1	2	0	12	12	11	2.556613e-01	2.120000e-01	7.680000e-01	2.283113e-01	1
2364	RPL9	ribosomal protein L9	828	75	1	0	2	0	1	0	3	3	3	2.009186e-01	1	2.170000e-01	2.284493e-01	1
2365	ARHGAP26	Rho GTPase activating protein 26	2535	38	0	2	4	0	2	0	6	6	6	5.649440e-01	1	7.600000e-02	2.284784e-01	1
2366	PGGT1B	protein geranylgeranyltransferase type I, beta subunit	1168	5	0	0	3	0	0	0	3	3	3	4.441731e-01	1	4.200000e-02	2.287016e-01	1
2367	NHLRC2	NHL repeat containing 2	2528	18	0	2	5	0	1	0	6	6	6	2.318020e-01	1	2.060000e-01	2.289079e-01	1
2368	KRTAP10-5	keratin associated protein 10-5	820	6	0	0	2	0	0	0	2	2	2	6.005211e-02	1	5.500000e-01	2.289512e-01	1
2369	UBR4	ubiquitin protein ligase E3 component n-recognin 4	15974	0	0	6	23	0	1	2	26	22	25	7.608598e-01	7.500000e-02	4.240000e-01	2.291082e-01	1
2370	SLC5A6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	2097	1	0	4	6	0	0	0	6	5	5	5.780733e-01	1	4.200000e-02	2.291411e-01	1
2371	ZNF736	zinc finger protein 736	1296	0	1	0	2	0	0	1	3	3	3	5.241959e-01	1	5.800000e-02	2.295989e-01	1
2372	LRRC27	leucine rich repeat containing 27	1813	4	1	0	3	0	0	0	3	3	3	2.330473e-01	1	1.940000e-01	2.298143e-01	1
2373	TBC1D10A	TBC1 domain family, member 10A	1561	12	0	0	4	0	0	0	4	4	4	1.345504e-01	1	4.310000e-01	2.299656e-01	1
2374	TBL3	transducin (beta)-like 3	2515	13	0	2	7	0	0	0	7	7	7	2.456826e-01	1	2.100000e-01	2.300351e-01	1
2375	MINPP1	multiple inositol polyphosphate histidine phosphatase, 1	1516	32	0	1	3	1	0	0	4	4	4	2.722616e-01	1	1.930000e-01	2.300468e-01	1
2376	C11orf90		615	0	0	0	2	0	0	0	2	2	2	9.911181e-01	1	2.300000e-02	2.300920e-01	1
2377	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	8874	6	0	5	20	1	2	1	24	24	24	6.050135e-02	1	3.830000e-01	2.302130e-01	1
2378	PHF15	PHD finger protein 15	2411	5	1	0	11	0	0	0	11	11	11	1.526480e-01	1	1.590000e-01	2.304932e-01	1
2379	LPIN3	lipin 3	2632	5	0	1	4	0	0	0	4	4	4	9.194402e-01	1	2.700000e-02	2.307225e-01	1
2380	APP	amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)	2381	25	2	2	4	0	0	1	5	5	5	8.103595e-01	1	5.300000e-02	2.309855e-01	1
2381	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	1133	8	0	0	3	1	0	0	4	4	4	2.693354e-01	1	1.730000e-01	2.312455e-01	1
2382	TXLNB	taxilin beta	2091	0	0	0	4	1	0	1	6	5	6	6.087267e-02	1	8.720000e-01	2.312535e-01	1
2383	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	2619	4	0	1	10	1	0	0	11	10	11	6.088203e-02	1	8.660000e-01	2.312797e-01	1
2384	MBTPS2	membrane-bound transcription factor peptidase, site 2	2654	0	4	2	3	0	0	0	3	3	3	9.375042e-01	1	4.000000e-02	2.314357e-01	1
2385	ADAM8	ADAM metallopeptidase domain 8	2485	0	1	0	3	0	0	0	3	3	3	3.330843e-01	1	1.570000e-01	2.314823e-01	1
2386	CD70	CD70 molecule	590	20	0	1	3	0	0	0	3	3	3	3.485592e-01	1	6.800000e-02	2.316038e-01	1
2387	OR51F2	olfactory receptor, family 51, subfamily F, member 2	1027	18	0	0	3	1	0	0	4	4	4	7.531766e-01	1	5.500000e-02	2.316302e-01	1
2388	FAM175B	family with sequence similarity 175, member B	1282	13	0	0	2	1	0	0	3	3	3	1.983656e-01	1	1.670000e-01	2.318799e-01	1
2389	ZNF646	zinc finger protein 646	5507	1	1	4	5	3	0	0	8	8	8	1.062638e-01	1	5.500000e-01	2.318941e-01	1
2390	C11orf84	chromosome 11 open reading frame 84	1166	22	0	2	5	0	0	0	5	5	5	1.214765e-01	1	3.750000e-01	2.318969e-01	1
2391	SETD1B	SET domain containing 1B	5838	0	1	5	11	2	1	1	15	15	14	6.173915e-01	1.360000e-01	5.060000e-01	2.319502e-01	1
2392	TEDDM1	transmembrane epididymal protein 1	822	22	0	0	1	1	0	0	2	2	2	4.814488e-01	1	1.260000e-01	2.320124e-01	1
2393	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	1358	5	0	1	2	0	0	0	2	2	2	3.970819e-01	1	9.600000e-02	2.320308e-01	1
2394	RAB37	RAB37, member RAS oncogene family	1786	2	0	0	1	0	1	0	2	2	2	6.117124e-02	1	6.120000e-01	2.320885e-01	1
2395	RC3H1	ring finger and CCCH-type zinc finger domains 1	3476	0	0	0	9	1	1	1	12	12	12	6.131656e-02	1	9.020000e-01	2.324943e-01	1
2396	FAM13C	family with sequence similarity 13, member C	1812	16	1	1	7	1	1	0	9	9	9	1.093349e-01	1	4.000000e-01	2.325511e-01	1
2397	TEX15	testis expressed 15	8382	9	0	6	17	3	0	3	23	20	23	1.385000e-01	1	2.970000e-01	2.326030e-01	1
2398	MAPK1	mitogen-activated protein kinase 1	1115	58	1	0	3	0	0	0	3	3	3	4.091960e-01	1	1.100000e-01	2.326697e-01	1
2399	NDC80	NDC80 homolog, kinetochore complex component (S. cerevisiae)	1995	12	1	1	6	0	0	1	7	7	7	1.158742e-01	1	3.580000e-01	2.327644e-01	1
2400	PIWIL1	piwi-like 1 (Drosophila)	2666	2	1	0	15	3	1	0	19	19	19	6.144578e-02	1	4.330000e-01	2.328549e-01	1
2401	NFE2L1	nuclear factor (erythroid-derived 2)-like 1	2335	0	0	0	2	1	0	1	4	4	4	6.151009e-02	1	9.350000e-01	2.330343e-01	1
2402	ZNF649	zinc finger protein 649	1531	6	0	0	3	0	1	1	5	5	5	3.221343e-01	1	1.630000e-01	2.330833e-01	1
2403	PHACTR3	phosphatase and actin regulator 3	1728	16	0	3	12	0	0	0	12	12	11	1.658461e-01	4.720000e-01	5.410000e-01	2.330868e-01	1
2404	PPHLN1	periphilin 1	1637	11	0	0	5	0	0	1	6	6	6	1.551818e-01	1	3.350000e-01	2.333050e-01	1
2405	RBBP9	retinoblastoma binding protein 9	579	8	0	0	1	1	0	0	2	2	2	2.298777e-01	1	2.180000e-01	2.333051e-01	1
2406	TRIM68	tripartite motif-containing 68	1482	12	0	3	6	0	0	0	6	6	5	9.484808e-01	5.000000e-02	9.510000e-01	2.334278e-01	1
2407	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	794	3	0	0	3	0	2	0	5	5	5	9.869282e-02	1	4.950000e-01	2.335163e-01	1
2408	CPXM1	carboxypeptidase X (M14 family), member 1	2260	2	0	4	6	1	1	0	8	8	7	5.518049e-01	8.500000e-02	6.890000e-01	2.338480e-01	1
2409	MPP4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	1998	0	0	0	3	1	0	0	4	4	4	1.367360e-01	1	4.170000e-01	2.338550e-01	1
2410	AQP12A	aquaporin 12A	902	78	0	0	2	0	0	0	2	2	2	5.152661e-01	1	8.700000e-02	2.339309e-01	1
2411	WDR78	WD repeat domain 78	2773	3	0	0	2	2	0	0	4	4	4	2.035090e-01	1	2.850000e-01	2.340278e-01	1
2412	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter), member A1	1044	18	0	1	4	0	0	0	4	4	4	6.188230e-02	1	8.200000e-01	2.340711e-01	1
2413	RTP3	receptor (chemosensory) transporter protein 3	707	31	0	0	2	0	0	0	2	2	2	1.541193e-01	1	3.580000e-01	2.342760e-01	1
2414	TCF15	transcription factor 15 (basic helix-loop-helix)	606	2	0	0	0	0	0	1	1	1	1	2.342830e-01	NaN	NaN	2.342830e-01	1
2415	AVP	arginine vasopressin (neurophysin II, antidiuretic hormone, diabetes insipidus, neurohypophyseal)	507	3	0	1	0	1	0	0	1	1	1	2.344268e-01	NaN	NaN	2.344268e-01	1
2416	FAM57B	family with sequence similarity 57, member B	841	28	0	0	3	0	0	0	3	3	3	1.931867e-01	1	1.330000e-01	2.344344e-01	1
2417	EPM2AIP1	EPM2A (laforin) interacting protein 1	1941	18	0	1	4	1	0	1	6	5	6	1.231231e-01	1	3.190000e-01	2.345487e-01	1
2418	NUP160	nucleoporin 160kDa	4453	58	2	4	11	2	1	1	15	15	15	9.835177e-02	1	5.430000e-01	2.345652e-01	1
2419	OR4L1	olfactory receptor, family 4, subfamily L, member 1	939	2	0	1	2	0	0	0	2	2	1	9.130547e-01	1.080000e-01	5.700000e-01	2.346424e-01	1
2420	EGFLAM	EGF-like, fibronectin type III and laminin G domains	3127	10	0	1	14	0	1	0	15	15	15	6.210178e-02	1	7.660000e-01	2.346814e-01	1
2421	FCN1	ficolin (collagen/fibrinogen domain containing) 1	1015	47	0	0	4	0	0	0	4	4	4	2.283302e-01	1	1.690000e-01	2.346927e-01	1
2422	ANXA13	annexin A13	1120	21	0	0	3	2	0	0	5	5	5	6.210710e-02	1	9.770000e-01	2.346962e-01	1
2423	HLA-G	major histocompatibility complex, class I, G	1046	10	0	0	4	0	0	0	4	4	4	2.557063e-01	1	2.160000e-01	2.347782e-01	1
2424	SOX6	SRY (sex determining region Y)-box 6	2637	2	1	0	5	0	0	0	5	5	5	6.280005e-01	1	4.600000e-02	2.348767e-01	1
2425	ADAM30	ADAM metallopeptidase domain 30	2373	12	0	0	3	0	0	0	3	3	3	1.685407e-01	1	2.910000e-01	2.349308e-01	1
2426	XIAP	X-linked inhibitor of apoptosis	1518	12	0	1	4	0	0	0	4	4	4	2.949137e-01	1	1.070000e-01	2.350287e-01	1
2427	CENPC1	centromere protein C 1	2904	0	0	0	7	2	1	0	10	10	10	1.585540e-01	1	2.120000e-01	2.352645e-01	1
2428	COL4A5	collagen, type IV, alpha 5 (Alport syndrome)	5271	1	2	2	14	1	4	1	20	20	20	1.129721e-01	1	4.510000e-01	2.354001e-01	1
2429	NMS	neuromedin S	502	30	0	0	0	2	0	0	2	2	2	2.244686e-01	1	1.990000e-01	2.355158e-01	1
2430	DEFB113	defensin, beta 113	245	2	0	0	1	0	0	0	1	1	1	2.358625e-01	NaN	NaN	2.358625e-01	1
2431	STAG1	stromal antigen 1	3909	15	2	3	13	4	1	1	19	18	19	6.259365e-02	1	9.600000e-01	2.360464e-01	1
2432	OR52I2	olfactory receptor, family 52, subfamily I, member 2	1057	1	0	0	3	0	0	0	3	3	3	1.227428e-01	1	2.470000e-01	2.360607e-01	1
2433	APOL1	apolipoprotein L, 1	1273	8	0	0	2	1	0	0	3	3	3	6.260369e-02	1	4.250000e-01	2.360742e-01	1
2434	PHF17	PHD finger protein 17	2594	0	0	0	4	0	0	0	4	4	4	5.397557e-01	1	9.200000e-02	2.360963e-01	1
2435	FAM120B	family with sequence similarity 120B	2773	0	0	0	4	1	0	1	6	6	6	6.265024e-02	1	9.890000e-01	2.362032e-01	1
2436	RAB25	RAB25, member RAS oncogene family	719	17	0	2	2	0	0	0	2	2	2	3.623152e-01	1	8.900000e-02	2.362871e-01	1
2437	TMEM55A	transmembrane protein 55A	798	8	1	0	5	1	1	0	7	6	7	6.269770e-02	1	8.170000e-01	2.363346e-01	1
2438	SIGLEC10	sialic acid binding Ig-like lectin 10	2134	14	1	3	5	2	1	0	8	8	8	3.074207e-01	1	1.430000e-01	2.363793e-01	1
2439	ALDH3A1	aldehyde dehydrogenase 3 family, memberA1	1402	2	0	0	1	0	1	0	2	2	2	3.356404e-01	1	9.000000e-02	2.365203e-01	1
2440	CXorf57	chromosome X open reading frame 57	2620	0	0	2	8	2	0	1	11	11	11	6.283493e-02	1	9.090000e-01	2.367145e-01	1
2441	SLC10A3	solute carrier family 10 (sodium/bile acid cotransporter family), member 3	1434	1	0	1	3	0	0	0	3	3	3	2.505316e-01	1	1.410000e-01	2.368487e-01	1
2442	BAG1	BCL2-associated athanogene	1138	27	0	0	3	0	0	1	4	4	4	6.289310e-02	1	7.030000e-01	2.368755e-01	1
2443	LPAR6	lysophosphatidic acid receptor 6	1035	8	0	1	3	0	0	0	3	3	3	6.553210e-01	1	2.500000e-02	2.369245e-01	1
2444	COPG2	coatomer protein complex, subunit gamma 2	1367	0	0	0	2	0	1	0	3	3	3	6.292327e-02	1	8.050000e-01	2.369589e-01	1
2445	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble	1277	24	0	1	3	0	0	1	4	4	4	3.263779e-01	1	1.210000e-01	2.371460e-01	1
2446	OR1A1	olfactory receptor, family 1, subfamily A, member 1	928	12	0	3	5	0	0	0	5	5	5	9.002529e-01	1	3.100000e-02	2.372200e-01	1
2447	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)	2674	13	0	3	3	1	2	0	6	6	6	4.887526e-01	1	8.600000e-02	2.373068e-01	1
2448	NCAPD3	non-SMC condensin II complex, subunit D3	4832	3	0	4	4	0	0	0	4	4	4	9.718651e-01	1	5.200000e-02	2.376442e-01	1
2449	SLC36A3	solute carrier family 36 (proton/amino acid symporter), member 3	1576	0	0	0	2	0	1	0	3	3	3	6.319780e-02	1	6.500000e-01	2.377176e-01	1
2450	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	1792	6	1	2	3	1	0	0	4	4	4	3.435180e-01	1	1.470000e-01	2.377439e-01	1
2451	GSTA4	glutathione S-transferase A4	693	64	0	0	2	1	0	0	3	3	3	1.474174e-01	1	2.630000e-01	2.378399e-01	1
2452	SFRS2IP	splicing factor, arginine/serine-rich 2, interacting protein	4448	0	0	1	13	1	0	1	15	9	14	2.887841e-01	1	1.830000e-01	2.378444e-01	1
2453	OR14J1	olfactory receptor, family 14, subfamily J, member 1	965	10	0	0	1	0	0	1	2	2	2	2.779329e-01	1	2.160000e-01	2.381894e-01	1
2454	C20orf108	chromosome 20 open reading frame 108	589	6	0	0	1	0	0	0	1	1	1	2.384724e-01	NaN	NaN	2.384724e-01	1
2455	LATS2	LATS, large tumor suppressor, homolog 2 (Drosophila)	3291	1	2	2	3	1	0	1	5	5	5	6.350522e-02	1	5.480000e-01	2.385658e-01	1
2456	OR10Z1	olfactory receptor, family 10, subfamily Z, member 1	941	1	0	2	9	0	0	1	10	10	10	2.811773e-01	1	8.400000e-02	2.386784e-01	1
2457	ARHGEF33	Rho guanine nucleotide exchange factor (GEF) 33	2675	0	1	3	4	1	1	0	6	6	6	4.356367e-01	1	1.120000e-01	2.388352e-01	1
2458	YSK4	yeast Sps1/Ste20-related kinase 4 (S. cerevisiae)	4025	2	0	0	7	0	1	0	8	8	8	6.366217e-02	1	7.690000e-01	2.389983e-01	1
2459	MEGF10	multiple EGF-like-domains 10	3519	0	0	0	7	0	2	0	9	9	9	1.671204e-01	1	2.820000e-01	2.390277e-01	1
2460	MS4A4A	membrane-spanning 4-domains, subfamily A, member 4	746	15	0	1	2	0	0	0	2	2	1	3.597420e-01	2.710000e-01	3.390000e-01	2.390318e-01	1
2461	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	9933	0	2	2	13	1	0	2	16	15	16	6.318910e-01	1	1.330000e-02	2.390876e-01	1
2462	KIAA0415	KIAA0415	2490	3	0	0	5	0	0	0	5	5	5	2.538780e-01	1	2.110000e-01	2.391668e-01	1
2463	HRNR	hornerin	8561	4	0	7	16	1	0	0	17	16	16	9.243300e-01	5.700000e-02	8.550000e-01	2.393193e-01	1
2464	MARCH5	membrane-associated ring finger (C3HC4) 5	857	27	0	1	2	0	0	0	2	2	1	5.065406e-01	1.260000e-01	1	2.394441e-01	1
2465	OR13G1	olfactory receptor, family 13, subfamily G, member 1	924	1	0	0	7	0	0	0	7	7	6	7.978436e-01	1.340000e-01	3.380000e-01	2.394534e-01	1
2466	AADACL4	arylacetamide deacetylase-like 4	1236	67	0	2	5	0	0	0	5	5	5	2.956063e-01	1	1.570000e-01	2.395180e-01	1
2467	C6orf115	chromosome 6 open reading frame 115	254	1	0	1	0	0	1	0	1	1	1	2.400289e-01	NaN	NaN	2.400289e-01	1
2468	ERLIN2	ER lipid raft associated 2	1101	2	4	1	8	0	0	0	8	7	8	6.464217e-01	1	1.250000e-02	2.402714e-01	1
2469	IMPACT	Impact homolog (mouse)	1003	5	0	0	3	0	0	0	3	3	3	6.414626e-02	1	4.090000e-01	2.403297e-01	1
2470	C12orf11	chromosome 12 open reading frame 11	2185	3	0	1	3	2	0	0	5	5	5	2.519141e-01	1	1.180000e-01	2.405819e-01	1
2471	C17orf61	chromosome 17 open reading frame 61	358	203	0	0	2	0	0	0	2	2	2	2.633124e-01	1	1.270000e-01	2.406097e-01	1
2472	DNAH2	dynein, axonemal, heavy chain 2	13622	1	1	9	30	1	3	1	35	32	34	7.932298e-01	1.470000e-01	3.400000e-01	2.406190e-01	1
2473	HIST1H4D	histone cluster 1, H4d	314	113	0	0	1	1	0	2	4	4	4	6.427660e-02	1	9.580000e-01	2.406876e-01	1
2474	RBBP7	retinoblastoma binding protein 7	1322	0	0	0	4	0	2	0	6	6	6	6.432225e-02	1	8.180000e-01	2.408128e-01	1
2475	CTBP2	C-terminal binding protein 2	3053	5	3	2	3	0	1	1	5	5	5	2.784614e-01	1	1.780000e-01	2.408192e-01	1
2476	NUTF2	nuclear transport factor 2	400	35	0	0	1	0	0	0	1	1	1	2.409035e-01	NaN	NaN	2.409035e-01	1
2477	SERPINA6	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	1235	4	0	0	1	1	0	0	2	2	2	6.436482e-02	1	9.200000e-01	2.409296e-01	1
2478	MSI2	musashi homolog 2 (Drosophila)	1132	30	1	0	6	0	0	0	6	5	6	2.691025e-01	1	1.200000e-01	2.415322e-01	1
2479	C19orf39	chromosome 19 open reading frame 39	696	11	0	0	2	0	0	1	3	3	3	2.858365e-01	1	1.430000e-01	2.415717e-01	1
2480	REEP5	receptor accessory protein 5	586	1	1	0	4	0	0	0	4	4	4	2.415753e-01	NaN	NaN	2.415753e-01	1
2481	ZNF786	zinc finger protein 786	2361	13	2	2	6	0	0	0	6	6	6	8.560433e-01	1	1.400000e-02	2.416600e-01	1
2482	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	3031	1	0	0	5	0	0	0	5	5	5	3.593107e-01	1	1.250000e-01	2.417823e-01	1
2483	ZNF480	zinc finger protein 480	1624	11	1	0	6	2	0	0	8	7	8	8.188872e-01	1	2.500000e-02	2.418266e-01	1
2484	PTPRF	protein tyrosine phosphatase, receptor type, F	5852	4	2	4	10	0	1	0	11	11	11	6.809943e-01	1	3.300000e-02	2.418331e-01	1
2485	CTR9	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	3619	2	0	2	5	0	1	0	6	6	6	3.389346e-01	1	1.090000e-01	2.419482e-01	1
2486	IL1RL2	interleukin 1 receptor-like 2	1774	36	1	1	7	0	1	0	8	7	8	6.478053e-02	1	9.240000e-01	2.420687e-01	1
